"date","uid","gender","age","incentive","amount"
2014-06-01,6a043b1875f97c9e6ef508f1,M,43,Be Active,25
2014-02-01,9524db0a656fe46205dc78cd,NULL,27,Be Active,25
2014-01-01,a7fcbe891771c0d8c106c823,NULL,35,Be Active,25
2014-02-01,a7fcbe891771c0d8c106c823,NULL,35,Be Active,25
2014-04-01,a7fcbe891771c0d8c106c823,NULL,35,Be Active,25
2014-05-01,a7fcbe891771c0d8c106c823,NULL,35,Be Active,50
2014-06-01,a7fcbe891771c0d8c106c823,NULL,35,Be Active,25
2014-08-01,a7fcbe891771c0d8c106c823,NULL,35,Be Active,50
2014-02-01,03b8c65315eda32340de0f4f,F,36,Be Active,25
2014-03-01,03b8c65315eda32340de0f4f,F,36,Be Active,25
2014-04-01,03b8c65315eda32340de0f4f,F,36,Be Active,25
2014-05-01,03b8c65315eda32340de0f4f,F,36,Be Active,50
2014-06-01,03b8c65315eda32340de0f4f,F,36,Be Active,50
2014-07-01,03b8c65315eda32340de0f4f,F,36,Be Active,25
2014-03-01,9113553d677555115a6e5320,NULL,46,Be Active,25
2014-06-01,9113553d677555115a6e5320,NULL,46,Be Active,50
2014-07-01,9113553d677555115a6e5320,NULL,46,Be Active,50
2014-08-01,9113553d677555115a6e5320,NULL,46,Be Active,50
2014-10-01,9113553d677555115a6e5320,NULL,46,Be Active,50
2014-11-01,9113553d677555115a6e5320,NULL,46,Be Active,25
2014-02-01,8379b7701da7577ac8c26bd6,M,32,Be Active,50
2014-03-01,8379b7701da7577ac8c26bd6,M,32,Be Active,25
2014-04-01,8379b7701da7577ac8c26bd6,M,32,Be Active,25
2014-05-01,8379b7701da7577ac8c26bd6,M,32,Be Active,25
2014-06-01,8379b7701da7577ac8c26bd6,M,32,Be Active,50
2014-07-01,8379b7701da7577ac8c26bd6,M,32,Be Active,25
2014-01-01,7a81827bdf62819800e0a8fa,F,31,Be Active,25
2014-02-01,7a81827bdf62819800e0a8fa,F,31,Be Active,75
2014-03-01,7a81827bdf62819800e0a8fa,F,31,Be Active,75
2014-04-01,7a81827bdf62819800e0a8fa,F,31,Be Active,25
2014-02-01,7d55baba8bcd54c29b70a48d,F,39,Be Active,25
2014-03-01,7d55baba8bcd54c29b70a48d,F,39,Be Active,25
2014-05-01,7d55baba8bcd54c29b70a48d,F,39,Be Active,25
2014-02-01,5fa46659ef5c7b5bd0375fde,F,33,Be Active,25
2014-02-01,d798cbb74b1363f6329b83b8,M,30,Be Active,25
2014-06-01,d798cbb74b1363f6329b83b8,M,30,Be Active,25
2014-07-01,d798cbb74b1363f6329b83b8,M,30,Be Active,25
2014-08-01,d798cbb74b1363f6329b83b8,M,30,Be Active,25
2014-12-01,d798cbb74b1363f6329b83b8,M,30,Be Active,25
2014-02-01,21f59c1d261e424c0cf505fa,M,33,Be Active,25
2014-02-01,2332306a1dfdb4504382eb78,NULL,31,Be Active,25
2014-03-01,2332306a1dfdb4504382eb78,NULL,31,Be Active,25
2014-04-01,2332306a1dfdb4504382eb78,NULL,31,Be Active,25
2014-05-01,2332306a1dfdb4504382eb78,NULL,31,Be Active,25
2014-06-01,2332306a1dfdb4504382eb78,NULL,31,Be Active,25
2014-07-01,2332306a1dfdb4504382eb78,NULL,31,Be Active,25
2014-08-01,2332306a1dfdb4504382eb78,NULL,31,Be Active,25
2014-09-01,2332306a1dfdb4504382eb78,NULL,31,Be Active,25
2014-02-01,11e4a07fca924a53ea3d3c72,F,33,Be Active,25
2014-05-01,11e4a07fca924a53ea3d3c72,F,33,Be Active,50
2014-08-01,11e4a07fca924a53ea3d3c72,F,33,Be Active,50
2014-09-01,11e4a07fca924a53ea3d3c72,F,33,Be Active,50
2014-01-01,ab9d56cd4119c5dd3fc319e9,F,30,Be Active,25
2014-02-01,ab9d56cd4119c5dd3fc319e9,F,30,Be Active,75
2014-03-01,ab9d56cd4119c5dd3fc319e9,F,30,Be Active,75
2014-05-01,ab9d56cd4119c5dd3fc319e9,F,30,Be Active,25
2014-02-01,b075bb85822f594a44a3985a,NULL,47,Be Active,75
2014-03-01,b075bb85822f594a44a3985a,NULL,47,Be Active,75
2014-04-01,b075bb85822f594a44a3985a,NULL,47,Be Active,25
2014-02-01,d461d22939ad11a41fe40ef4,NULL,31,Be Active,50
2014-03-01,d461d22939ad11a41fe40ef4,NULL,31,Be Active,50
2014-04-01,d461d22939ad11a41fe40ef4,NULL,31,Be Active,50
2014-05-01,d461d22939ad11a41fe40ef4,NULL,31,Be Active,50
2014-02-01,bc71de0ed2b42d177eb02a1c,NULL,30,Be Active,25
2014-02-01,dc94614bb3d0267ae563f312,M,36,Be Active,25
2014-02-01,25e38839e40fc88193dd5394,M,32,Be Active,25
2014-02-01,67e777198e4cc91bce641d90,NULL,34,Be Active,25
2014-02-01,9527e0ba7661a9ccb824de3e,F,30,Be Active,50
2014-03-01,9527e0ba7661a9ccb824de3e,F,30,Be Active,25
2014-02-01,e92d546b598bd77259c104f8,NULL,35,Be Active,25
2014-02-01,f1b7a4d32e403444a27a8948,F,30,Be Active,25
2014-02-01,ac0634603d764134d5222504,NULL,32,Be Active,25
2014-02-01,1274c3caa480eb5f2d655871,NULL,47,Be Active,25
2014-03-01,1274c3caa480eb5f2d655871,NULL,47,Be Active,75
2014-04-01,1274c3caa480eb5f2d655871,NULL,47,Be Active,50
2014-05-01,1274c3caa480eb5f2d655871,NULL,47,Be Active,75
2014-06-01,1274c3caa480eb5f2d655871,NULL,47,Be Active,50
2014-07-01,1274c3caa480eb5f2d655871,NULL,47,Be Active,25
2014-10-01,1274c3caa480eb5f2d655871,NULL,47,Be Active,25
2014-11-01,1274c3caa480eb5f2d655871,NULL,47,Be Active,50
2014-06-01,a9aa5383a06136127a3a6814,F,28,Be Active,25
2014-02-01,44d6c92b1f4a395b0a387476,NULL,38,Be Active,25
2014-03-01,44d6c92b1f4a395b0a387476,NULL,38,Be Active,25
2014-04-01,44d6c92b1f4a395b0a387476,NULL,38,Be Active,50
2014-05-01,44d6c92b1f4a395b0a387476,NULL,38,Be Active,25
2014-07-01,44d6c92b1f4a395b0a387476,NULL,38,Be Active,25
2014-08-01,44d6c92b1f4a395b0a387476,NULL,38,Be Active,25
2014-02-01,6201f191014aa84348a78785,NULL,28,Be Active,50
2014-03-01,6201f191014aa84348a78785,NULL,28,Be Active,25
2014-05-01,6201f191014aa84348a78785,NULL,28,Be Active,25
2014-06-01,6201f191014aa84348a78785,NULL,28,Be Active,25
2014-07-01,6201f191014aa84348a78785,NULL,28,Be Active,25
2014-08-01,6201f191014aa84348a78785,NULL,28,Be Active,25
2014-09-01,6201f191014aa84348a78785,NULL,28,Be Active,25
2014-04-01,a5159f26e5a676131c97ee3e,F,28,Be Active,25
2014-09-01,a5159f26e5a676131c97ee3e,F,28,Be Active,25
2014-02-01,a327016fc227445f52a37487,M,31,Be Active,25
2014-03-01,eb73e896ef5a72874fb0eeca,NULL,52,Be Active,25
2014-02-01,3c78421acb9c2c146d02615d,NULL,32,Be Active,75
2014-03-01,3c78421acb9c2c146d02615d,NULL,32,Be Active,50
2014-04-01,3c78421acb9c2c146d02615d,NULL,32,Be Active,25
2014-05-01,3c78421acb9c2c146d02615d,NULL,32,Be Active,25
2014-06-01,3c78421acb9c2c146d02615d,NULL,32,Be Active,25
2014-02-01,22acc5650395c78321c3a30d,NULL,28,Be Active,25
2014-05-01,22acc5650395c78321c3a30d,NULL,28,Be Active,25
2014-06-01,22acc5650395c78321c3a30d,NULL,28,Be Active,25
2014-03-01,0e562ce95f055236936a9417,NULL,38,Be Active,25
2014-02-01,60237bfc8847044539322589,NULL,29,Be Active,25
2014-02-01,e0e56b62d9c5a88279afb38e,NULL,24,Be Active,25
2014-02-01,72caef2ba0b9a0598126c9dd,M,28,Be Active,25
2014-03-01,72caef2ba0b9a0598126c9dd,M,28,Be Active,25
2014-05-01,72caef2ba0b9a0598126c9dd,M,28,Be Active,25
2014-06-01,72caef2ba0b9a0598126c9dd,M,28,Be Active,25
2014-07-01,72caef2ba0b9a0598126c9dd,M,28,Be Active,25
2014-08-01,72caef2ba0b9a0598126c9dd,M,28,Be Active,50
2014-02-01,cbdaf64bf8e77987d90ac464,M,33,Be Active,25
2014-02-01,a7ae3439159ea47d0aeb3be9,F,32,Be Active,25
2014-03-01,a7ae3439159ea47d0aeb3be9,F,32,Be Active,25
2014-04-01,a7ae3439159ea47d0aeb3be9,F,32,Be Active,25
2014-05-01,a7ae3439159ea47d0aeb3be9,F,32,Be Active,25
2014-06-01,a7ae3439159ea47d0aeb3be9,F,32,Be Active,25
2014-08-01,a7ae3439159ea47d0aeb3be9,F,32,Be Active,25
2014-09-01,a7ae3439159ea47d0aeb3be9,F,32,Be Active,25
2014-10-01,a7ae3439159ea47d0aeb3be9,F,32,Be Active,25
2014-01-01,5bef01f54d1173a73ff6c238,NULL,42,Be Active,75
2014-02-01,5bef01f54d1173a73ff6c238,NULL,42,Be Active,75
2014-03-01,5bef01f54d1173a73ff6c238,NULL,42,Be Active,75
2014-04-01,5bef01f54d1173a73ff6c238,NULL,42,Be Active,75
2014-05-01,5bef01f54d1173a73ff6c238,NULL,42,Be Active,75
2014-06-01,5bef01f54d1173a73ff6c238,NULL,42,Be Active,50
2014-07-01,5bef01f54d1173a73ff6c238,NULL,42,Be Active,25
2014-02-01,41b0fc3e8338e3ae9e7b5e3a,NULL,32,Be Active,25
2014-02-01,a646cb66256e651b41b7f631,NULL,32,Be Active,25
2014-03-01,a646cb66256e651b41b7f631,NULL,32,Be Active,75
2014-04-01,a646cb66256e651b41b7f631,NULL,32,Be Active,25
2014-09-01,63dc5f62d1c023e60fb9f5cb,NULL,26,Be Active,25
2014-10-01,63dc5f62d1c023e60fb9f5cb,NULL,26,Be Active,25
2014-02-01,6e10f4e1699b72788632bd00,M,22,Be Active,25
2014-02-01,f6c8db8cc59a8a93c35b1fdc,F,32,Be Active,25
2014-02-01,d1c7341af498892533a19bc0,NULL,59,Be Active,25
2014-03-01,d1c7341af498892533a19bc0,NULL,59,Be Active,50
2014-04-01,d1c7341af498892533a19bc0,NULL,59,Be Active,25
2014-05-01,d1c7341af498892533a19bc0,NULL,59,Be Active,50
2014-06-01,d1c7341af498892533a19bc0,NULL,59,Be Active,25
2014-07-01,d1c7341af498892533a19bc0,NULL,59,Be Active,25
2014-08-01,d1c7341af498892533a19bc0,NULL,59,Be Active,25
2014-09-01,d1c7341af498892533a19bc0,NULL,59,Be Active,25
2014-10-01,d1c7341af498892533a19bc0,NULL,59,Be Active,25
2014-02-01,b0e21dea96c559951936f7de,NULL,35,Be Active,75
2014-03-01,b0e21dea96c559951936f7de,NULL,35,Be Active,75
2014-02-01,665e39a7184f9dd8bdcd380b,F,26,Be Active,25
2014-02-01,0e7501469dd1a903f96346e5,F,40,Be Active,25
2014-03-01,0e7501469dd1a903f96346e5,F,40,Be Active,25
2014-04-01,0e7501469dd1a903f96346e5,F,40,Be Active,25
2014-08-01,0e7501469dd1a903f96346e5,F,40,Be Active,25
2014-03-01,60461cf9ba31bbc16defbc84,NULL,40,Be Active,25
2014-04-01,60461cf9ba31bbc16defbc84,NULL,40,Be Active,50
2014-05-01,60461cf9ba31bbc16defbc84,NULL,40,Be Active,50
2014-06-01,60461cf9ba31bbc16defbc84,NULL,40,Be Active,50
2014-02-01,0a5e6975f372e06854cc5d0e,F,30,Be Active,50
2014-03-01,0a5e6975f372e06854cc5d0e,F,30,Be Active,50
2014-09-01,0a5e6975f372e06854cc5d0e,F,30,Be Active,25
2014-10-01,0a5e6975f372e06854cc5d0e,F,30,Be Active,25
2014-11-01,0a5e6975f372e06854cc5d0e,F,30,Be Active,25
2014-02-01,419022812d716cd0693ae07d,M,34,Be Active,50
2014-03-01,419022812d716cd0693ae07d,M,34,Be Active,50
2014-04-01,419022812d716cd0693ae07d,M,34,Be Active,50
2014-02-01,e193e96f4b54e0e2fcdceb07,F,28,Be Active,25
2014-02-01,157b0d29296b57afdebfbe01,NULL,31,Be Active,25
2014-02-01,2dad1635011659debe530ac9,NULL,30,Be Active,50
2014-03-01,2dad1635011659debe530ac9,NULL,30,Be Active,25
2014-07-01,2dad1635011659debe530ac9,NULL,30,Be Active,25
2014-08-01,2dad1635011659debe530ac9,NULL,30,Be Active,25
2014-02-01,8242541c266aeb80e035cd7c,NULL,32,Be Active,25
2014-04-01,8242541c266aeb80e035cd7c,NULL,32,Be Active,25
2014-06-01,8242541c266aeb80e035cd7c,NULL,32,Be Active,25
2014-02-01,aa1669132007034aaec09717,NULL,27,Be Active,25
2014-02-01,cfdb95a041e62d515ba7958f,NULL,35,Be Active,25
2014-02-01,a517f87b9534f58c380d44c9,M,31,Be Active,25
2014-02-01,85f69e843aa926071fdcde0e,F,37,Be Active,25
2014-03-01,85f69e843aa926071fdcde0e,F,37,Be Active,25
2014-04-01,85f69e843aa926071fdcde0e,F,37,Be Active,25
2014-06-01,85f69e843aa926071fdcde0e,F,37,Be Active,25
2014-07-01,85f69e843aa926071fdcde0e,F,37,Be Active,25
2014-02-01,a1d948c59134bca33df6f279,F,26,Be Active,25
2014-02-01,55dd56bf8c07a0908459d7cd,NULL,28,Be Active,25
2014-03-01,55dd56bf8c07a0908459d7cd,NULL,28,Be Active,25
2014-04-01,55dd56bf8c07a0908459d7cd,NULL,28,Be Active,50
2014-05-01,55dd56bf8c07a0908459d7cd,NULL,28,Be Active,25
2014-06-01,55dd56bf8c07a0908459d7cd,NULL,28,Be Active,25
2014-07-01,55dd56bf8c07a0908459d7cd,NULL,28,Be Active,25
2014-11-01,55dd56bf8c07a0908459d7cd,NULL,28,Be Active,25
2014-04-01,fd02a65e3746fb27d9b837e5,NULL,29,Be Active,25
2014-02-01,b53299665ec5d790787ec4fc,NULL,31,Be Active,25
2014-03-01,b53299665ec5d790787ec4fc,NULL,31,Be Active,75
2014-04-01,b53299665ec5d790787ec4fc,NULL,31,Be Active,75
2014-01-01,938db267c3db7fb4c21348cd,NULL,47,Be Active,25
2014-02-01,938db267c3db7fb4c21348cd,NULL,47,Be Active,75
2014-03-01,938db267c3db7fb4c21348cd,NULL,47,Be Active,75
2014-04-01,938db267c3db7fb4c21348cd,NULL,47,Be Active,75
2014-05-01,938db267c3db7fb4c21348cd,NULL,47,Be Active,50
2014-02-01,254d5b239de2cee3d4a459d6,F,37,Be Active,25
2014-02-01,020b13d70ccc2265cac30ad8,NULL,33,Be Active,25
2014-01-01,78ea40b93cc4452551f71c13,NULL,32,Be Active,25
2014-02-01,78ea40b93cc4452551f71c13,NULL,32,Be Active,25
2014-02-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,50
2014-03-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,25
2014-04-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,50
2014-05-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,50
2014-06-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,50
2014-07-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,50
2014-08-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,50
2014-09-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,25
2014-10-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,50
2014-11-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,25
2014-12-01,9735dfd703ae49c15634dfa6,NULL,32,Be Active,25
2014-02-01,e4c94471035c23649fa61aae,F,35,Be Active,25
2014-05-01,e4c94471035c23649fa61aae,F,35,Be Active,25
2014-06-01,e4c94471035c23649fa61aae,F,35,Be Active,25
2014-07-01,e4c94471035c23649fa61aae,F,35,Be Active,25
2014-08-01,e4c94471035c23649fa61aae,F,35,Be Active,25
2014-09-01,e4c94471035c23649fa61aae,F,35,Be Active,25
2014-10-01,e4c94471035c23649fa61aae,F,35,Be Active,50
2014-02-01,e1a67cc0e205907a82aa12d1,NULL,30,Be Active,25
2014-02-01,bdd8058908926c5977240f38,NULL,43,Be Active,75
2014-03-01,bdd8058908926c5977240f38,NULL,43,Be Active,25
2014-04-01,bdd8058908926c5977240f38,NULL,43,Be Active,25
2014-05-01,bdd8058908926c5977240f38,NULL,43,Be Active,50
2014-06-01,bdd8058908926c5977240f38,NULL,43,Be Active,50
2014-07-01,bdd8058908926c5977240f38,NULL,43,Be Active,25
2014-08-01,bdd8058908926c5977240f38,NULL,43,Be Active,25
2014-02-01,eac9f0d1c894652de480c66f,F,33,Be Active,25
2014-04-01,c3b759613d7ff71d61987877,NULL,28,Be Active,25
2014-02-01,b66a949c5a52b642ff9e358e,NULL,25,Be Active,50
2014-02-01,b8fbfdc32f7401ca6c0a0fc6,NULL,35,Be Active,25
2014-06-01,bf6afc5ac7363ed8efdd8bf0,NULL,38,Be Active,25
2014-02-01,debf0614892ba7ebf4f057b2,F,39,Be Active,50
2014-03-01,debf0614892ba7ebf4f057b2,F,39,Be Active,50
2014-04-01,debf0614892ba7ebf4f057b2,F,39,Be Active,25
2014-05-01,debf0614892ba7ebf4f057b2,F,39,Be Active,50
2014-06-01,debf0614892ba7ebf4f057b2,F,39,Be Active,25
2014-02-01,3e3e3ebbff10c89106c9664a,NULL,32,Be Active,75
2014-03-01,3e3e3ebbff10c89106c9664a,NULL,32,Be Active,75
2014-04-01,3e3e3ebbff10c89106c9664a,NULL,32,Be Active,50
2014-02-01,8d8ba737ad3f91c44f70bb7c,F,33,Be Active,25
2014-04-01,8d8ba737ad3f91c44f70bb7c,F,33,Be Active,25
2014-05-01,8d8ba737ad3f91c44f70bb7c,F,33,Be Active,25
2014-06-01,8d8ba737ad3f91c44f70bb7c,F,33,Be Active,25
2014-06-01,58aea6598b79c59bf7c3fc1c,NULL,27,Be Active,25
2014-02-01,30ba82db787c36e2953bc69e,M,35,Be Active,25
2014-03-01,30ba82db787c36e2953bc69e,M,35,Be Active,25
2014-02-01,1a6db0b4aa9d26fc6d5df8e1,NULL,34,Be Active,75
2014-03-01,1a6db0b4aa9d26fc6d5df8e1,NULL,34,Be Active,75
2014-04-01,1a6db0b4aa9d26fc6d5df8e1,NULL,34,Be Active,50
2014-02-01,95e836e3d6972f08622830bd,NULL,31,Be Active,25
2014-03-01,95e836e3d6972f08622830bd,NULL,31,Be Active,25
2014-04-01,95e836e3d6972f08622830bd,NULL,31,Be Active,25
2014-05-01,95e836e3d6972f08622830bd,NULL,31,Be Active,50
2014-06-01,95e836e3d6972f08622830bd,NULL,31,Be Active,75
2014-02-01,9dcbae71c878c2bd9f327093,NULL,34,Be Active,50
2014-03-01,9dcbae71c878c2bd9f327093,NULL,34,Be Active,50
2014-04-01,9dcbae71c878c2bd9f327093,NULL,34,Be Active,75
2014-05-01,9dcbae71c878c2bd9f327093,NULL,34,Be Active,75
2014-06-01,9dcbae71c878c2bd9f327093,NULL,34,Be Active,50
2014-02-01,8b2e8659cb5a4a39181e92e8,NULL,26,Be Active,25
2014-03-01,8b2e8659cb5a4a39181e92e8,NULL,26,Be Active,50
2014-04-01,8b2e8659cb5a4a39181e92e8,NULL,26,Be Active,25
2014-05-01,8b2e8659cb5a4a39181e92e8,NULL,26,Be Active,25
2014-06-01,8b2e8659cb5a4a39181e92e8,NULL,26,Be Active,50
2014-07-01,8b2e8659cb5a4a39181e92e8,NULL,26,Be Active,25
2014-02-01,0ec431b7fa57b36c19fa2b15,M,33,Be Active,50
2014-03-01,0ec431b7fa57b36c19fa2b15,M,33,Be Active,25
2014-04-01,0ec431b7fa57b36c19fa2b15,M,33,Be Active,50
2014-05-01,0ec431b7fa57b36c19fa2b15,M,33,Be Active,25
2014-05-01,e2d944c9f1d52cbf35918125,F,45,Be Active,25
2014-02-01,b9c36bbbd1311fbcf1c02f15,NULL,39,Be Active,25
2014-02-01,282759c1423c1ae76d8b7449,M,44,Be Active,25
2014-02-01,e16eaa7d259e41c56b78faac,NULL,31,Be Active,25
2014-02-01,1bb1ff79c020b2196211927d,NULL,32,Be Active,25
2014-02-01,2d57e64cc7eba0406a061d70,NULL,33,Be Active,25
2014-08-01,2d57e64cc7eba0406a061d70,NULL,33,Be Active,25
2014-09-01,2d57e64cc7eba0406a061d70,NULL,33,Be Active,25
2014-07-01,137885d08e79fe3ff7828b50,NULL,33,Be Active,25
2014-02-01,9e82bce30ffed8c9f84bce0a,NULL,38,Be Active,25
2014-02-01,2b4107df74a2259c2b44a453,F,34,Be Active,25
2014-02-01,de1b6ffe980a4f2669a19de1,NULL,33,Be Active,25
2014-05-01,de1b6ffe980a4f2669a19de1,NULL,33,Be Active,25
2014-11-01,de1b6ffe980a4f2669a19de1,NULL,33,Be Active,25
2014-03-01,b612f3740459f82d8bc3ad3e,NULL,35,Be Active,25
2014-05-01,b612f3740459f82d8bc3ad3e,NULL,35,Be Active,25
2014-02-01,3fd84ef28d0a200f2c8c47a7,F,35,Be Active,25
2014-02-01,fcf214b7664b2effda8c976f,NULL,33,Be Active,25
2014-03-01,fcf214b7664b2effda8c976f,NULL,33,Be Active,25
2014-05-01,fcf214b7664b2effda8c976f,NULL,33,Be Active,25
2014-02-01,97d861fc40ad2cefbfc904e5,NULL,25,Be Active,25
2014-02-01,828d4ca7eea16f1f07c72de5,NULL,31,Be Active,25
2014-02-01,9c9b1e972afede52d338ff55,F,29,Be Active,25
2014-02-01,b5a2a0af601bdcba91ff84d8,NULL,26,Be Active,50
2014-03-01,b5a2a0af601bdcba91ff84d8,NULL,26,Be Active,25
2014-04-01,b5a2a0af601bdcba91ff84d8,NULL,26,Be Active,50
2014-05-01,b5a2a0af601bdcba91ff84d8,NULL,26,Be Active,75
2014-02-01,f29d05120129162058db86a2,M,36,Be Active,25
2014-03-01,f29d05120129162058db86a2,M,36,Be Active,25
2014-04-01,f29d05120129162058db86a2,M,36,Be Active,25
2014-02-01,c1721b5dfe4779df10cd696f,M,31,Be Active,50
2014-03-01,c1721b5dfe4779df10cd696f,M,31,Be Active,25
2014-04-01,c1721b5dfe4779df10cd696f,M,31,Be Active,25
2014-05-01,c1721b5dfe4779df10cd696f,M,31,Be Active,50
2014-07-01,c1721b5dfe4779df10cd696f,M,31,Be Active,25
2014-08-01,c1721b5dfe4779df10cd696f,M,31,Be Active,50
2014-09-01,c1721b5dfe4779df10cd696f,M,31,Be Active,25
2014-10-01,c1721b5dfe4779df10cd696f,M,31,Be Active,50
2014-02-01,b6bd50a15f83e2158ab93ef0,NULL,29,Be Active,25
2014-03-01,b6bd50a15f83e2158ab93ef0,NULL,29,Be Active,25
2014-02-01,973adf239c6df86c008706df,NULL,30,Be Active,25
2014-03-01,4611a5914969d763560050d6,NULL,40,Be Active,25
2014-02-01,4c27f54d45971d00cb4e57a1,NULL,30,Be Active,25
2014-02-01,87f3fbec734649a36c783b6a,NULL,35,Be Active,25
2014-03-01,87f3fbec734649a36c783b6a,NULL,35,Be Active,50
2014-04-01,87f3fbec734649a36c783b6a,NULL,35,Be Active,50
2014-05-01,87f3fbec734649a36c783b6a,NULL,35,Be Active,50
2014-06-01,87f3fbec734649a36c783b6a,NULL,35,Be Active,25
2014-02-01,cd3280dfe86f9393aa799bfb,NULL,29,Be Active,25
2014-03-01,cd3280dfe86f9393aa799bfb,NULL,29,Be Active,25
2014-04-01,cd3280dfe86f9393aa799bfb,NULL,29,Be Active,25
2014-05-01,cd3280dfe86f9393aa799bfb,NULL,29,Be Active,50
2014-06-01,cd3280dfe86f9393aa799bfb,NULL,29,Be Active,25
2014-07-01,cd3280dfe86f9393aa799bfb,NULL,29,Be Active,25
2014-08-01,cd3280dfe86f9393aa799bfb,NULL,29,Be Active,25
2014-01-01,157626c6f328cc91e5b2c1cf,NULL,33,Be Active,25
2014-02-01,157626c6f328cc91e5b2c1cf,NULL,33,Be Active,75
2014-03-01,157626c6f328cc91e5b2c1cf,NULL,33,Be Active,75
2014-04-01,157626c6f328cc91e5b2c1cf,NULL,33,Be Active,25
2014-02-01,67f8c173d1fd634ac1d17106,NULL,31,Be Active,25
2014-12-01,67f8c173d1fd634ac1d17106,NULL,31,Be Active,50
2014-02-01,3e10dcc77f251bbd26bbd065,M,40,Be Active,25
2014-03-01,3e10dcc77f251bbd26bbd065,M,40,Be Active,25
2014-04-01,3e10dcc77f251bbd26bbd065,M,40,Be Active,25
2014-02-01,36334072eec6ca68ad887e64,F,47,Be Active,50
2014-03-01,36334072eec6ca68ad887e64,F,47,Be Active,25
2014-04-01,36334072eec6ca68ad887e64,F,47,Be Active,25
2014-02-01,c7366bc2d8d04a49bddbaa77,F,38,Be Active,25
2014-03-01,c7366bc2d8d04a49bddbaa77,F,38,Be Active,50
2014-04-01,c7366bc2d8d04a49bddbaa77,F,38,Be Active,75
2014-05-01,c7366bc2d8d04a49bddbaa77,F,38,Be Active,50
2014-02-01,7841228e0fd49734a2562bed,NULL,34,Be Active,25
2014-03-01,7841228e0fd49734a2562bed,NULL,34,Be Active,25
2014-04-01,7841228e0fd49734a2562bed,NULL,34,Be Active,25
2014-05-01,7841228e0fd49734a2562bed,NULL,34,Be Active,25
2014-02-01,fc4e58e7813bad5992d04355,NULL,38,Be Active,50
2014-03-01,fc4e58e7813bad5992d04355,NULL,38,Be Active,50
2014-04-01,fc4e58e7813bad5992d04355,NULL,38,Be Active,50
2014-05-01,fc4e58e7813bad5992d04355,NULL,38,Be Active,50
2014-02-01,edbbba1c6b08bfb181085e77,NULL,38,Be Active,50
2014-03-01,edbbba1c6b08bfb181085e77,NULL,38,Be Active,25
2014-04-01,edbbba1c6b08bfb181085e77,NULL,38,Be Active,50
2014-07-01,edbbba1c6b08bfb181085e77,NULL,38,Be Active,25
2014-08-01,edbbba1c6b08bfb181085e77,NULL,38,Be Active,25
2014-12-01,edbbba1c6b08bfb181085e77,NULL,38,Be Active,25
2014-01-01,5df3d930b38655d4ff22e3bf,NULL,48,Be Active,25
2014-02-01,5df3d930b38655d4ff22e3bf,NULL,48,Be Active,25
2014-03-01,5df3d930b38655d4ff22e3bf,NULL,48,Be Active,25
2014-05-01,5df3d930b38655d4ff22e3bf,NULL,48,Be Active,25
2014-06-01,5df3d930b38655d4ff22e3bf,NULL,48,Be Active,25
2014-07-01,5df3d930b38655d4ff22e3bf,NULL,48,Be Active,25
2014-08-01,5df3d930b38655d4ff22e3bf,NULL,48,Be Active,50
2014-02-01,f48cff3b4731c0ca4bf2c652,F,26,Be Active,25
2014-04-01,f48cff3b4731c0ca4bf2c652,F,26,Be Active,25
2014-05-01,f48cff3b4731c0ca4bf2c652,F,26,Be Active,75
2014-06-01,f48cff3b4731c0ca4bf2c652,F,26,Be Active,25
2014-02-01,970f2413799eaf27ea8b8764,NULL,44,Be Active,25
2014-07-01,970f2413799eaf27ea8b8764,NULL,44,Be Active,25
2014-08-01,970f2413799eaf27ea8b8764,NULL,44,Be Active,50
2014-09-01,970f2413799eaf27ea8b8764,NULL,44,Be Active,25
2014-10-01,970f2413799eaf27ea8b8764,NULL,44,Be Active,25
2014-11-01,970f2413799eaf27ea8b8764,NULL,44,Be Active,25
2014-12-01,970f2413799eaf27ea8b8764,NULL,44,Be Active,25
2014-02-01,2533ab2736807a0bf59a5df3,NULL,24,Be Active,25
2014-05-01,cd49b8ac70b8bf18a33e2385,F,29,Be Active,25
2014-01-01,b2d21a282c237f4d05ac8434,F,32,Be Active,25
2014-04-01,b2d21a282c237f4d05ac8434,F,32,Be Active,25
2014-08-01,b2d21a282c237f4d05ac8434,F,32,Be Active,25
2014-10-01,b2d21a282c237f4d05ac8434,F,32,Be Active,25
2014-02-01,4cdada400bb0d4dddc14d27b,F,47,Be Active,25
2014-05-01,4cdada400bb0d4dddc14d27b,F,47,Be Active,25
2014-06-01,4cdada400bb0d4dddc14d27b,F,47,Be Active,25
2014-07-01,4cdada400bb0d4dddc14d27b,F,47,Be Active,25
2014-08-01,4cdada400bb0d4dddc14d27b,F,47,Be Active,25
